gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
female,no,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,115.5,8312.75
male,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,electronic check,20.55,20.55
female,no,yes,no,60,yes,yes,fiber optic,no,yes,no,no,yes,yes,monthly,yes,electronic check,99.8,5985.75
male,no,yes,no,43,yes,no,fiber optic,yes,no,yes,yes,no,no,one year,yes,bank transfer,84.25,3539.25
male,no,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,21.2,52.05
male,yes,yes,no,72,yes,yes,dsl,yes,yes,yes,no,yes,yes,two year,yes,credit card,84.1,5981.65
male,no,no,no,2,yes,no,dsl,no,no,no,no,no,no,monthly,no,electronic check,45.35,89.5
male,no,no,no,10,yes,no,fiber optic,yes,no,yes,no,yes,yes,one year,yes,electronic check,98.9,1064.95
male,no,no,no,7,yes,yes,fiber optic,no,no,yes,no,yes,yes,monthly,yes,bank transfer,98.05,713.0
female,no,yes,no,33,yes,no,dsl,no,no,no,yes,no,no,one year,yes,mailed check,51.45,1758.9
male,no,no,no,31,yes,yes,fiber optic,no,yes,no,no,no,no,monthly,yes,electronic check,81.15,2640.55
male,yes,no,no,38,yes,yes,fiber optic,no,no,no,no,yes,yes,monthly,no,electronic check,94.75,3653.0
female,no,no,no,24,yes,yes,fiber optic,yes,no,no,yes,no,no,monthly,yes,electronic check,84.35,1938.05
female,no,no,no,28,yes,no,dsl,no,no,yes,no,yes,no,monthly,yes,bank transfer,59.55,1646.45
male,no,yes,yes,72,no,no phone service,dsl,yes,yes,yes,no,no,no,two year,no,credit card,38.5,2763.0
female,no,yes,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,bank transfer,19.25,375.25
male,no,no,no,60,yes,no,dsl,yes,no,yes,yes,yes,yes,one year,no,mailed check,79.0,4801.1
female,yes,no,no,4,yes,yes,fiber optic,no,no,yes,no,yes,no,monthly,yes,electronic check,89.2,346.2
female,no,yes,no,46,yes,yes,dsl,yes,no,no,no,no,no,monthly,no,bank transfer,55.0,2473.95
male,no,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,no,two year,no,bank transfer,82.3,5815.15
female,yes,no,no,41,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,monthly,yes,electronic check,113.2,4689.5
male,yes,yes,no,65,yes,yes,fiber optic,yes,no,no,no,yes,yes,one year,yes,electronic check,100.75,6674.65
male,no,yes,yes,43,no,no phone service,dsl,no,yes,no,no,no,no,monthly,no,credit card,29.3,1224.05
female,no,no,yes,21,yes,no,dsl,yes,no,yes,no,no,yes,one year,no,mailed check,64.85,1336.8
male,no,yes,yes,54,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card,20.4,1090.6
female,yes,yes,no,61,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,credit card,104.4,6405.0
male,no,no,no,20,no,no phone service,dsl,yes,yes,yes,yes,yes,no,monthly,yes,credit card,55.0,1165.55
male,no,no,no,69,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,bank transfer,105.2,7386.05
male,yes,no,no,1,yes,no,dsl,no,no,no,no,no,no,monthly,no,electronic check,45.2,45.2
male,yes,yes,no,33,yes,no,fiber optic,yes,yes,no,yes,no,yes,one year,yes,electronic check,93.55,3055.5
male,no,no,yes,19,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card,20.85,467.5
male,no,no,no,2,yes,no,fiber optic,no,no,no,no,yes,no,monthly,no,electronic check,79.0,143.65
female,no,yes,yes,13,yes,no,dsl,yes,no,yes,no,no,yes,monthly,yes,mailed check,63.15,816.8
male,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,monthly,yes,mailed check,45.8,45.8
female,no,yes,yes,55,yes,no,dsl,yes,yes,no,no,no,no,monthly,no,electronic check,55.7,3131.8
male,no,no,no,22,yes,yes,fiber optic,no,no,no,no,yes,yes,monthly,yes,electronic check,95.1,2162.6
male,yes,yes,no,27,yes,yes,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,75.5,1893.95
male,yes,yes,no,13,yes,no,fiber optic,no,yes,no,yes,no,yes,monthly,yes,bank transfer,89.05,1169.35
male,no,yes,yes,26,yes,no,dsl,no,no,yes,no,no,no,one year,no,mailed check,50.35,1285.8
male,no,yes,yes,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.1,655.3
female,yes,no,no,56,yes,yes,fiber optic,no,yes,yes,no,yes,yes,monthly,no,electronic check,104.75,5841.35
male,no,no,no,1,yes,yes,fiber optic,no,no,no,no,yes,yes,monthly,yes,electronic check,95.45,95.45
male,yes,yes,no,1,yes,yes,fiber optic,no,no,no,no,no,no,monthly,no,electronic check,74.3,74.3
male,no,no,no,23,yes,yes,fiber optic,no,no,no,yes,yes,no,monthly,yes,electronic check,90.6,1943.2
female,no,no,no,7,yes,yes,fiber optic,no,no,no,no,no,no,monthly,no,mailed check,75.45,480.75
male,no,yes,no,22,yes,no,fiber optic,yes,yes,no,yes,yes,yes,monthly,yes,electronic check,104.6,2180.55
male,no,yes,no,56,yes,yes,dsl,no,yes,yes,no,no,no,two year,no,credit card,59.5,3389.25
male,no,yes,no,71,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,electronic check,82.55,5832.65
male,no,yes,yes,59,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.85,1188.25
female,no,no,no,18,yes,no,fiber optic,yes,no,no,no,yes,yes,monthly,yes,electronic check,96.05,1740.7
male,no,yes,no,60,yes,no,dsl,yes,yes,no,yes,no,no,two year,yes,mailed check,61.35,3766.2
female,no,no,no,8,yes,no,dsl,no,no,no,no,no,no,monthly,no,mailed check,44.45,369.3
male,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,yes,credit card,19.75,19.75
female,yes,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,monthly,yes,mailed check,70.45,70.45
female,no,yes,yes,28,yes,no,fiber optic,yes,no,no,no,no,yes,one year,yes,bank transfer,82.85,2320.8
male,no,no,no,18,yes,yes,fiber optic,no,no,no,no,no,no,monthly,no,mailed check,74.15,1387.0
male,no,no,no,24,yes,no,fiber optic,no,no,no,no,yes,yes,monthly,yes,electronic check,90.35,2238.5
female,no,yes,yes,68,no,no phone service,dsl,no,yes,yes,yes,yes,yes,two year,no,credit card,60.3,4109.0
male,no,yes,yes,71,yes,no,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,bank transfer,104.65,7288.4
male,no,yes,yes,64,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer,19.7,1274.05
female,no,yes,no,72,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,electronic check,110.75,7751.7
female,yes,no,no,69,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,no,credit card,110.25,7467.55
female,no,no,no,67,no,no phone service,dsl,no,no,yes,yes,yes,yes,monthly,yes,credit card,53.4,3579.15
female,yes,no,no,20,yes,no,fiber optic,no,no,no,no,yes,no,monthly,no,bank transfer,80.7,1614.2
female,no,yes,yes,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,18.7,383.65
female,no,no,no,50,yes,no,fiber optic,no,no,yes,yes,no,yes,two year,yes,bank transfer,89.7,4304.5
female,no,yes,yes,6,yes,yes,dsl,no,no,no,no,no,no,monthly,yes,credit card,48.95,273.25
female,no,no,yes,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,yes,electronic check,19.6,35.85
female,no,no,no,18,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.1,407.05
female,yes,no,no,2,yes,yes,dsl,no,yes,no,no,no,no,monthly,yes,credit card,56.55,118.25
male,no,no,no,3,no,no phone service,dsl,no,no,yes,no,yes,no,monthly,yes,mailed check,40.15,130.75
female,no,no,yes,9,yes,no,dsl,no,no,no,yes,yes,yes,monthly,yes,credit card,69.4,571.45
male,no,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,69.9,69.9
female,no,no,no,70,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,113.65,7939.25
female,no,no,no,46,yes,yes,fiber optic,no,no,no,no,yes,yes,monthly,no,bank transfer,96.05,4399.5
female,no,no,no,15,yes,yes,dsl,no,no,no,no,no,no,monthly,yes,mailed check,48.8,720.1
female,no,no,no,53,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card,19.85,1049.6
female,no,no,no,1,yes,no,dsl,no,no,no,no,no,yes,monthly,yes,electronic check,55.4,55.4
female,no,no,no,29,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,credit card,19.35,601.6
female,no,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,77.15,77.15
male,no,no,no,69,no,no phone service,dsl,yes,yes,no,yes,yes,yes,two year,yes,bank transfer,60.05,4176.7
male,yes,yes,no,63,no,no phone service,dsl,yes,no,no,yes,no,no,one year,no,bank transfer,36.1,2298.9
male,yes,no,no,51,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer,25.0,1260.7
male,no,yes,no,64,yes,no,fiber optic,yes,no,no,no,no,no,monthly,yes,mailed check,73.55,4764.0
female,no,yes,yes,52,yes,no,fiber optic,yes,no,yes,yes,no,no,monthly,yes,bank transfer,84.05,4326.8
male,no,yes,yes,70,no,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer,59.5,4144.8
male,no,yes,yes,9,yes,no,dsl,no,yes,no,yes,no,no,monthly,no,mailed check,54.8,452.8
female,no,no,no,3,yes,no,fiber optic,no,yes,no,no,yes,no,monthly,no,electronic check,83.75,247.25
male,no,yes,no,70,yes,yes,dsl,yes,no,yes,yes,no,yes,two year,yes,credit card,74.8,5315.8
male,no,no,no,21,yes,yes,fiber optic,no,no,no,no,no,yes,monthly,yes,electronic check,84.1,1737.45
female,yes,no,no,5,yes,no,fiber optic,no,no,yes,no,no,no,monthly,yes,credit card,75.55,349.65
male,no,no,no,20,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,monthly,yes,bank transfer,108.2,2203.7
female,yes,yes,no,72,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,mailed check,109.75,8075.35
male,no,yes,yes,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer,20.3,1401.15
female,yes,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,70.65,142.35
female,no,yes,yes,23,yes,no,fiber optic,no,no,yes,no,no,no,monthly,yes,credit card,75.3,1702.9
female,no,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,bank transfer,20.95,85.5
male,no,no,no,32,yes,yes,fiber optic,no,yes,no,no,no,no,monthly,yes,bank transfer,80.35,2596.15
female,no,no,no,36,yes,yes,dsl,yes,no,yes,yes,yes,yes,one year,yes,credit card,89.65,3348.1
male,no,no,no,24,yes,no,dsl,no,yes,no,no,no,no,monthly,yes,mailed check,49.7,1218.25
male,no,no,no,6,yes,no,dsl,no,no,no,yes,no,no,monthly,yes,credit card,49.5,312.7
male,no,yes,yes,23,yes,yes,dsl,no,yes,no,yes,no,no,two year,no,mailed check,59.7,1414.2
female,no,yes,yes,48,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer,20.65,1057.0
female,no,no,no,28,yes,yes,dsl,no,no,no,yes,no,no,monthly,yes,credit card,54.9,1505.15
male,yes,no,no,52,no,no phone service,dsl,no,yes,no,no,yes,yes,monthly,yes,electronic check,49.15,2550.9
female,no,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,74.95,212.4
female,no,no,no,2,yes,no,fiber optic,no,no,no,no,no,yes,monthly,no,electronic check,80.55,184.1
male,no,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.95,68.2
male,no,no,no,5,yes,no,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,69.7,316.9
female,yes,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,69.6,69.6
male,no,yes,yes,66,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.75,1344.5
female,no,yes,no,52,yes,yes,fiber optic,no,yes,no,yes,yes,yes,monthly,yes,credit card,102.7,5138.1
female,no,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,monthly,no,electronic check,24.6,24.6
male,no,no,no,35,yes,no,fiber optic,yes,no,no,yes,no,yes,one year,yes,electronic check,89.2,3251.3
male,no,yes,no,3,yes,no,dsl,no,no,yes,yes,no,no,monthly,yes,mailed check,55.8,154.55
female,yes,no,no,66,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,credit card,102.85,6976.75
female,no,no,no,59,yes,yes,dsl,yes,no,no,yes,no,yes,one year,no,bank transfer,68.7,4070.95
male,no,yes,yes,52,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.75,1345.85
female,no,no,no,8,yes,yes,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,73.5,632.2
female,no,no,no,5,yes,yes,dsl,yes,no,no,no,no,no,monthly,yes,electronic check,53.8,283.95
male,no,no,no,4,no,no phone service,dsl,no,no,no,no,yes,yes,monthly,yes,electronic check,44.55,174.3
male,no,yes,yes,50,yes,yes,dsl,yes,no,no,yes,yes,no,two year,yes,credit card,70.5,3486.65
male,no,yes,yes,62,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,mailed check,108.15,6825.65
female,no,no,no,61,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer,19.45,1336.35
male,no,yes,yes,55,yes,yes,fiber optic,no,no,no,no,no,yes,monthly,no,bank transfer,85.5,4713.4
male,no,no,no,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,credit card,20.05,95.55
female,no,yes,yes,35,yes,no,dsl,yes,no,no,yes,no,no,one year,yes,bank transfer,54.95,1916.0
male,no,no,yes,22,yes,yes,fiber optic,no,yes,no,no,yes,no,monthly,yes,credit card,89.1,1949.4
male,no,no,no,57,no,no phone service,dsl,no,no,yes,yes,yes,yes,two year,no,credit card,53.35,3090.05
male,yes,yes,no,57,yes,yes,fiber optic,no,yes,yes,no,no,yes,monthly,yes,bank transfer,95.25,5427.05
female,no,yes,no,64,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card,19.45,1225.65
female,no,no,no,26,yes,no,fiber optic,yes,no,yes,yes,no,yes,one year,yes,bank transfer,95.85,2475.35
female,yes,yes,no,39,yes,no,fiber optic,yes,yes,no,no,yes,yes,one year,no,mailed check,99.1,3877.95
female,no,yes,no,19,yes,no,dsl,no,yes,no,no,no,yes,monthly,yes,mailed check,59.8,1130.85
male,no,yes,no,31,yes,yes,fiber optic,no,yes,yes,no,yes,no,monthly,no,electronic check,93.8,3019.5
female,no,yes,yes,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,mailed check,19.85,119.3
male,no,no,no,52,yes,yes,fiber optic,no,no,yes,no,no,yes,two year,yes,credit card,89.45,4577.75
male,no,yes,yes,53,yes,yes,dsl,yes,no,yes,yes,yes,yes,monthly,no,electronic check,85.7,4616.1
female,yes,no,no,56,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,electronic check,111.95,6418.9
male,no,yes,yes,56,yes,yes,dsl,yes,yes,no,yes,no,yes,two year,yes,credit card,75.85,4261.2
male,no,yes,yes,49,yes,yes,fiber optic,no,no,yes,no,yes,yes,monthly,yes,electronic check,99.8,4872.45
male,no,no,yes,39,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.0,1004.35
female,no,yes,yes,61,yes,yes,fiber optic,no,yes,no,no,yes,yes,monthly,yes,electronic check,99.15,6010.05
female,no,yes,no,43,no,no phone service,dsl,yes,no,no,yes,no,no,monthly,no,bank transfer,34.0,1505.35
female,no,no,no,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,19.55,99.6
female,no,no,no,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,bank transfer,20.3,246.3
male,no,no,no,2,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,mailed check,24.85,62.0
female,no,no,no,13,yes,yes,fiber optic,yes,yes,no,no,yes,no,monthly,yes,electronic check,96.65,1244.5
male,no,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,no,credit card,81.0,5750.0
female,yes,no,no,46,yes,yes,dsl,no,no,yes,yes,no,yes,one year,yes,credit card,69.1,3255.35
male,no,yes,no,71,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,credit card,108.55,7616.0
female,no,no,no,36,yes,no,fiber optic,no,no,yes,yes,no,yes,monthly,yes,electronic check,87.55,3078.1
male,no,yes,no,64,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,yes,mailed check,108.5,6880.85
female,no,no,no,1,yes,no,fiber optic,yes,no,no,no,no,no,monthly,no,mailed check,75.3,75.3
female,no,yes,no,15,yes,no,fiber optic,no,no,yes,no,yes,no,monthly,yes,electronic check,84.3,1308.4
male,no,yes,no,36,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.0,666.75
female,no,yes,yes,6,no,no phone service,dsl,no,yes,yes,yes,no,no,two year,no,mailed check,40.55,217.5
male,no,yes,no,30,yes,no,dsl,no,no,yes,no,no,no,monthly,yes,mailed check,50.0,1474.9
male,no,no,no,1,yes,yes,dsl,no,no,no,no,yes,no,monthly,yes,electronic check,59.85,59.85
male,no,no,no,13,yes,no,fiber optic,no,no,no,no,no,yes,monthly,yes,electronic check,80.85,1008.7
male,no,yes,yes,61,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.4,1226.45
male,no,yes,yes,72,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,credit card,107.7,7919.8
female,no,yes,yes,67,yes,yes,dsl,yes,yes,no,yes,yes,no,two year,no,credit card,74.0,4868.4
female,no,no,no,34,yes,no,dsl,yes,no,yes,yes,yes,yes,one year,yes,bank transfer,79.95,2727.3
female,no,yes,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card,20.5,1502.25
male,no,yes,no,46,yes,no,dsl,yes,yes,yes,yes,no,no,two year,no,mailed check,65.65,3047.15
female,no,no,no,7,yes,yes,fiber optic,no,no,no,no,no,no,monthly,yes,bank transfer,75.1,552.95
female,yes,no,no,7,yes,no,fiber optic,yes,no,no,no,no,no,monthly,no,bank transfer,76.45,503.6
male,no,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,yes,bank transfer,67.8,4804.65
female,no,yes,yes,32,yes,no,fiber optic,no,yes,no,no,yes,no,monthly,yes,electronic check,86.1,2723.75
male,no,no,no,39,yes,yes,dsl,no,no,no,yes,no,no,two year,yes,credit card,53.85,2200.7
male,no,yes,yes,47,yes,no,fiber optic,yes,yes,yes,no,no,yes,one year,yes,electronic check,96.1,4391.45
female,yes,yes,no,50,yes,yes,fiber optic,no,yes,yes,no,yes,no,monthly,yes,electronic check,95.05,4888.7
male,no,yes,yes,58,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,19.55,1108.8
female,no,no,no,41,yes,yes,fiber optic,yes,no,no,no,no,no,monthly,yes,credit card,81.3,3190.65
female,yes,yes,no,4,yes,yes,fiber optic,no,no,no,no,yes,no,monthly,yes,electronic check,83.25,308.05
female,no,yes,yes,32,yes,no,dsl,yes,yes,no,yes,no,no,monthly,no,bank transfer,61.4,1864.65
male,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,credit card,20.75,20.75
male,no,no,no,19,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.65,358.15
female,yes,yes,no,62,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,electronic check,104.85,6312.9
female,no,no,no,1,yes,no,dsl,no,no,yes,yes,yes,yes,one year,no,credit card,74.1,74.1
female,no,no,no,12,yes,yes,dsl,yes,no,yes,yes,no,no,monthly,yes,mailed check,61.65,713.75
female,no,yes,no,48,no,no phone service,dsl,yes,no,yes,no,no,yes,monthly,yes,bank transfer,45.3,2145.0
female,no,no,yes,3,yes,no,dsl,yes,no,no,yes,no,yes,monthly,yes,bank transfer,64.5,177.4
female,no,yes,no,40,yes,yes,fiber optic,no,no,no,yes,no,no,monthly,yes,credit card,78.85,3126.85
male,no,no,no,19,no,no phone service,dsl,no,no,no,no,no,no,monthly,yes,bank transfer,25.15,468.35
female,no,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,70.25,70.25
female,no,yes,yes,67,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,24.9,1680.25
female,no,yes,yes,16,yes,no,fiber optic,yes,no,yes,no,yes,yes,monthly,no,bank transfer,100.7,1522.7
female,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,yes,mailed check,19.55,19.55
female,no,no,yes,21,no,no phone service,dsl,yes,yes,yes,yes,yes,no,two year,no,mailed check,53.15,1183.2
female,yes,yes,yes,29,no,no phone service,dsl,no,yes,yes,no,no,no,monthly,yes,mailed check,35.65,1025.15
male,yes,yes,yes,20,yes,no,fiber optic,yes,no,yes,yes,no,yes,one year,no,credit card,94.3,1818.3
female,no,yes,no,13,yes,yes,fiber optic,no,yes,yes,no,yes,no,monthly,no,electronic check,94.1,1215.6
male,no,yes,yes,9,no,no phone service,dsl,no,yes,no,no,no,no,monthly,yes,electronic check,29.95,248.95
male,no,yes,no,51,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card,83.25,4089.45
male,no,yes,yes,60,yes,no,dsl,yes,yes,no,yes,yes,yes,monthly,yes,credit card,79.05,4663.4
female,yes,no,no,20,yes,yes,fiber optic,yes,no,no,no,no,no,monthly,yes,electronic check,79.15,1520.9
male,no,no,no,9,no,no phone service,dsl,no,no,no,no,yes,no,monthly,yes,credit card,34.7,296.1
female,yes,yes,no,8,yes,yes,fiber optic,no,yes,no,no,no,no,monthly,yes,credit card,80.65,633.3
male,no,yes,no,63,yes,yes,dsl,no,no,yes,yes,yes,yes,two year,no,credit card,79.8,5034.05
female,no,yes,yes,10,yes,no,dsl,no,yes,yes,no,no,yes,one year,yes,mailed check,65.9,660.05
female,no,no,no,3,yes,no,dsl,no,no,yes,no,yes,yes,one year,yes,electronic check,69.95,220.45
male,no,yes,yes,44,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer,20.6,926.0
male,no,yes,yes,8,yes,no,dsl,yes,no,no,no,no,no,monthly,yes,credit card,51.3,411.6
male,no,yes,yes,61,yes,yes,fiber optic,yes,yes,no,no,yes,yes,one year,yes,electronic check,106.0,6547.7
female,no,yes,yes,43,yes,yes,fiber optic,no,no,yes,no,yes,yes,monthly,yes,bank transfer,99.3,4209.95
male,no,yes,no,43,yes,no,dsl,no,no,no,no,yes,no,one year,yes,mailed check,56.35,2391.15
female,no,no,no,5,yes,yes,dsl,no,no,no,no,no,no,monthly,yes,mailed check,50.6,249.95
male,no,yes,yes,29,yes,yes,dsl,yes,no,no,yes,yes,no,one year,no,bank transfer,69.05,1958.45
male,yes,yes,no,54,yes,yes,fiber optic,no,no,yes,no,yes,yes,monthly,yes,credit card,99.05,5295.7
male,no,yes,no,50,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,yes,electronic check,98.25,4858.7
female,no,no,no,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,88.15,6148.45
female,yes,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,69.25,69.25
female,no,yes,yes,72,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,108.3,7679.65
female,no,no,no,55,yes,yes,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,73.1,4144.9
male,no,no,no,3,yes,no,fiber optic,no,no,no,no,no,no,monthly,yes,mailed check,70.3,220.4
male,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,mailed check,19.05,19.05
female,no,yes,yes,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.85,144.15
male,yes,no,no,9,yes,yes,fiber optic,no,no,no,no,no,yes,monthly,yes,credit card,84.4,732.5
male,no,no,no,37,no,no phone service,dsl,no,no,no,no,yes,no,two year,no,credit card,35.8,1316.9
male,no,yes,yes,62,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,no,electronic check,86.1,5215.25
female,no,yes,yes,56,yes,no,dsl,yes,yes,yes,no,no,no,two year,yes,credit card,61.3,3346.8
female,no,yes,yes,27,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,24.5,761.95
female,no,yes,yes,49,yes,no,dsl,yes,yes,yes,yes,yes,yes,one year,yes,mailed check,87.2,4345.0
male,no,yes,yes,28,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card,20.3,487.95
male,no,no,no,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,bank transfer,20.65,93.55
female,no,no,no,56,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer,19.7,1051.9
female,no,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,yes,bank transfer,70.45,5165.7
